NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
Redbird Arena (Illinois State Redbirds),College Avenue and North Main Street, ,Normal,McLean,IL,40.51068,-88.99918,NCAAB,ILX
Value City Arena (OSU Buckeyes),555 Borror Drive, ,Columbus,Franklin,OH,40.00758,-83.02555,NCAAB,ILN
Butler-Hancock Sports Pavilion (Northern Colorado Bears),14th Avenue and 21st Street, ,Greely,Weld,CO,40.40203,-104.7028,NCAAB,BOU
WVU Coliseum (WVU Mountaimeers),Patterson Drive and Monongahelia Boulevard, ,Morgantown,Monongahelia,WV,39.64945,-79.98147,NCAAB,PBZ
Alex G. Spanos Center (Pacific Tigers),Larry Heller Drive and Pershing Avenue, ,Stockton,San Joaquin,CA,37.97656,-121.31522,NCAAB,STO
Guy Mackey Arena (Purdue Boilermakers),North University Drive and Tower Drive, ,West Lafayette,Tippecanoe,IN,40.43299,-86.91583,NCAAB,IND
McKeon Pavilion (Saint Mary's (CA) Gaels),1928 Saint Mary's Road, ,Moraga,Contra Costa,CA,37.84173,-122.10659,NCAAB,MTR
War Memorial Gymnasium (San Francisco Dons),2335 Golden Gate Avenue, ,San Francisco,San Francisco,CA,37.77696,-122.44943,NCAAB,MTR
Stan Sheriff Center (Hawaii Warriors),Dole Street and Lower Campus Road, ,Honolulu,Honolulu,HI,21.29424,-157.81867,NCAAB,HFO
Bob Devaney Sports Center (Nebraska Cornhuskers),Court Street, ,Lincoln,Lancaster,NE,40.83028,-96.69827,NCAAB,OAX
Retriever Activity Center(RAC) (UMBC Retrievers),Administration Drive, ,Baltimore,Baltimore,MD,39.25337,-76.71259,NCAAB,LWX
Walter A. Haas Pavilion (California Golden Bears),Bancroft Way, ,Berkley,Alameda,CA,37.86876,-122.26323,NCAAB,MTR
Carver Arena (Bradley Braves),201 SW Jefferson Street, ,Peoria,Peoria,IL,40.69276,-89.5938,NCAAB,ILX
Coppin Center (Coppin State Eagles),Warrick Avenue and Windsor Avenue, ,Baltimore,Baltimore(City),MD,39.31189,-76.65791,NCAAB,LWX
Moby Arena (Colorado State Rams),West Plum Street and Moby Drive, ,Fort Collins,Larimer,CO,40.57561,-105.0936,NCAAB,BOU
"Emil G. """"Lefty"""" Reitz Arena (Loyola Greyhounds)",Cold Springs Lane and Millerbrook Road, ,Baltimore,Baltimore(City),MD,39.34641,-76.61827,NCAAB,LWX
Hill Fieldhose (Morgan State Bears),Argonne Drive and Hillen Road, ,Baltimore,Baltimore(City),MD,39.34268,-76.58438,NCAAB,LWX
Memorial Hall Gymnasium (Delaware State Hornets),Loop Road, ,Dover,Kent,DE,39.18752,-75.54336,NCAAB,PHI
Towson Center Arena (Towson Tigers),Osler Drive and Auburn Drive, ,Towson,Baltimore,MD,39.38693,-76.6164,NCAAB,LWX
Knott Arena (Mount St. Mary's Mountaineers),16300 Old Emmitsburg Road, ,Emmitsburg,Frederick,MD,39.6807,-77.34675,NCAAB,LWX
Qwest Center (Creighton Jays),455 North 10th Street, ,Omaha,Douglas,NE,41.26408,-95.92824,NCAAB,OAX
Marriott Center (BYU Cougars),450 East and East 1430 North, ,Provo,Utah,UT,40.25412,-111.64948,NCAAB,SLC
McKay Center (Utah Valley Wolverines),College Drive, ,Orem,Utah,UT,40.27894,-111.71672,NCAAB,SLC
Hornets Nest (CSUS Hornets),Moraga Way and State University Drive, ,Sacramento,Sacramento,CA,38.56191,-121.42724,NCAAB,STO
The Pavilion at ARC (UC Davis Aggies),La Rue Road and Orchard Park Drive, ,Davis,Yolo,CA,38.54252,-121.75969,NCAAB,STO
Bob Carpenter Sports/Convocation Center (Delaware Fightin' Blue Hens),South College Avenue and South Campus Loop, ,Newark,New Castle,DE,39.66042,-75.74868,NCAAB,PHI
A. J. Palumbo Center (Duquesne Dukes),Forbes Avenue and Magee Street, ,Pittsburgh,Allegheny,PA,40.43736,-79.98781,NCAAB,PBZ
Peterson Events Center (Pittsburgh Panthers),3719 Terrace Street, ,Pittsburgh,Allegheny,PA,40.44381,-79.96209,NCAAB,PBZ
Charles L. Sewall Center (Robert Morris Colonials),College Avenue, ,Moon Township,Allegheny,PA,40.52048,-80.21489,NCAAB,PBZ
Allen County War Memorial Coliseum (Arena) (IPFW Mastodons),4000 Parnell Avenue, ,Fort Wayne,Allen,IN,41.11542,-85.12471,NCAAB,IWX
Knapp Arena (Drake Bulldogs),Forest Avenue and 27th Street, ,Des Moines,Polk,IA,41.6048,-93.65224,NCAAB,DMX
Arena-Auditorium (Wyoming Cowboys),Willet Street and 19th Street, ,Laramie,Albany,WY,41.31346,-105.56906,NCAAB,CYS
Carter-Hawkeye Arena (Iowa Hawkeyes),Elliott Drive, ,Iowa City,Johnson,IA,41.66383,-91.55458,NCAAB,DVN
DeGol Arena (Saint Francis Red Flash),Lake View Drive, ,Loretto,Cambria,PA,40.50585,-78.64168,NCAAB,CTP
The Palestra (University of Pennsylvania Quakers),32nd Street and Walnut Street, ,Philadelphia,Philadelphia,PA,39.9514,-75.18863,NCAAB,PHI
John A. Daskalakis Athletic Center (Drexel Dragons),33rd Street and Market Street, ,Philadelphia,Philadelphia,PA,39.95625,-75.19101,NCAAB,PHI
Athletic-Recreation Center (ARC) (Valparaiso Crusaders),Union Street and University Park, ,Valparaiso,Porter,IN,41.46475,-87.04825,NCAAB,LOT
Jon M. Huntsman Center (Utah Utes),1825 East South Campus Road, ,Salt Lake City,Salt Lake,UT,40.76187,-111.83844,NCAAB,SLC
Liacouras Center (Temple Owls),West Montgomery Avenue and 15th Street, ,Philadelphia,Philadelphia,PA,39.98008,-75.15898,NCAAB,PHI
Alumni Memorial Fieldhouse (Saint Joseph Hawks),West City Avenue and 54th Street, ,Philadelphia,Philadelphia,PA,39.9958,-75.23501,NCAAB,PHI
The Pavilion (Villanova Wildcats),South Ithan Avenue, ,Villanova,Delaware,PA,40.03391,-75.33621,NCAAB,PHI
Tom Gola Arena (La Salle Explores),West Olney Avenue and Elkins Avenue, ,Philadelphia,Philadelphia,PA,40.04001,-75.15675,NCAAB,PHI
Lawlor Center (Nevada Wolfpack),North Virginia Street and Entrance Road, ,Reno,Washoe,NV,39.54523,-119.51891,NCAAB,REV
James A. Rhodes Arena (Akron Zips),South Union Street, ,Akron,Summit,OH,41.07609,-81.50896,NCAAB,CLE
Jacoby Dickens Athletic Center (Chicago State Cougars),435 East 9500 South, ,Chicago,Cook,IL,41.71842,-87.60901,NCAAB,LOT
Anderson Arena (Bowling Green State Falcons),Ridge Street and Willard Avenue, ,Bowling Green,Wood,OH,41.37771,-83.63676,NCAAB,CLE
Memorial Athletic and Convocation Center (Kent State Golden Flashes),Janik Drive and Eisman Drive, ,Kent,Portage,OH,41.14856,-81.34462,NCAAB,CLE
Hilton Coliseum (Iowa State Cyclones),Lincoln Way and Elwood Drive, ,Ames,Story,IA,42.02021,-93.63594,NCAAB,DMX
Beeghly Physical Education Center (Youngstown State Penquins),West Spring Street and Elm Street, ,Youngstown,Mahoning,OH,41.10844,-80.64898,NCAAB,CLE
Edmund Joyce Athletic and Convocation Center (Notre Dame Fighting Irish),Angela Boulevard and Moose Krause Circle, ,Notre Dame,Saint Joseph,IN,41.69779,-86.23127,NCAAB,IWX
NIU Convocation Center (NIU Huskies),Stadium Drive West, ,DeKalb,DeKalb,IL,41.93478,-88.78278,NCAAB,LOT
The UIC Pavilion (UIC Flames),525 South Racine Avenue, ,Chicago,Cook,IL,41.87486,-87.6564,NCAAB,LOT
Alumni Gymnasium (Rider Broncs),2083 Lawrenceville Road, ,Lawrenceville,Mercer,NJ,40.27879,-74.73522,NCAAB,PHI
Jordan Center (Nittany Lions),Curtin Road and University Drive, ,State College,Centre,PA,40.80876,-77.85551,NCAAB,CTP
Dee Events Center (Weber State Wildcats),South 1325 East and Country Hills Drive, ,Ogden,Weber,UT,41.18353,-111.94599,NCAAB,SLC
L. Stockwell Jadwin Gymnasium (Princeton Tigers),Ivy Lane and Washington Road, ,Princeton,Mercer,NJ,40.34521,-74.65177,NCAAB,PHI
AllState Arena (DePaul Demons),6920 Mannhein Road, ,Rosemont,Cook,IL,42.00413,-87.88653,NCAAB,LOT
Joseph J. Gentile Center (Loyola Ramblers),6525 North Sheridan Road, ,Chicago,Cook,IL,42.00059,-87.65906,NCAAB,LOT
John F. Savage (Toledo Rockets),Douglas Road, ,Toledo,Lucas,OH,41.65999,-83.60974,NCAAB,CLE
William T. Boylan Gymnasium (Monmouth Hawks),Larchwood avenue and Palmer Avenue, ,West Long Beach,Monmouth,NJ,40.27885,-74.00921,NCAAB,PHI
Wolstein Center (Cleveland State Vikings),East 18th Street and Prospect Avenue, ,Cleveland,Cuyahoga,OH,41.4993,-81.67724,NCAAB,CLE
McGraw Memorial Hall/Welch-Ryan Arena (Northwestern Wildcats),2705 Ashland Avenue, ,Evanston,Cook,IL,42.06796,-87.69204,NCAAB,LOT
Stabler Arena (Lehigh Mountain Hawks),Creek Road and Friedensville Road, ,Bethlehem,Northampton,PA,40.58474,-75.3571,NCAAB,PHI
Louis Brown Athletic Center (The RAC) (Scarlet Knights),83 Rockefeller Road, ,Piscataway,Middlesex,NJ,40.52539,-74.44108,NCAAB,PHI
Sojka Pavilion (Bucknell Bison),Monroe Avenue and 7th Street, ,Lewisburg,Union,PA,40.9569,-76.88604,NCAAB,CTP
Allan P. Kirby Sports Center (Lafayette Leopards),Hamilton Street and West Pierce Street, ,Easton,Northampton,PA,40.70202,-75.21038,NCAAB,PHI
McLeod Center (UNI Panthers),Hudson Road and West 27th Street, ,Cedar Falls,Black Hawks,IA,42.51488,-92.4672,NCAAB,DMX
Spiro Sports Center (Wagner Seahawks),1 Campus Drive, ,Staten Island,Richmond,NY,40.61517,-74.09521,NCAAB,OKX
Arnold and Marie Schwartz Athletic Center (ILU Blackbirds),DeKalb Avenue and Flatbush Avenue, ,Brooklyn,Kings,NY,40.69046,-73.98094,NCAAB,OKX
Peter Aquilone Court (Saint Francis Terriers),180 Remsen Drive, ,Brooklyn Heights,Kings,NY,40.69342,-73.99128,NCAAB,OKX
Read Fieldhouse (Western Michigan Broncos),West Michigan Avenue and Stadium Drive, ,Kalamzoo,Kalamazoo,MI,42.28331,-85.60867,NCAAB,GRR
Estelle and Zoom Fleisher Athletic Center (NJIT Rams),Warren Street and Lock Street, ,Newak,Essex,NJ,40.7431,-74.17987,NCAAB,OKX
Yanitelli Center (Saint Peters Peacocks),Fairmount Terrace and Kennedy Boulevard, ,Jersey City,Hudson,NJ,40.7278,-74.07343,NCAAB,OKX
Madison Square Garden (Saint Johns Redmen),4 Pennsylvania Plaza, ,New York,New York,NY,40.7506,-73.99378,NCAAB,OKX
Dee Glen Smith Spectrum (Utah State Aggies),900 North and 800 East, ,Logan,Cache,UT,41.74766,-111.81216,NCAAB,SLC
Hofstra Arena (Hofstra Pride),Northern Boulevard and Dome Road, ,Hempstead,Nassau,NY,40.72006,-73.59649,NCAAB,OKX
Continental Airlines Arena (Rutgers Pirates),50 Route 120, ,East Rutherford,Bergen,NJ,40.81163,-74.06767,NCAAB,OKX
Levien Gymnasium (Columbia University Lions),3030 Broadway, ,New York,New York,NY,40.80986,-73.96187,NCAAB,OKX
Convocation Center (Eastern Michigan Eagles),799 North Hewitt Road, ,Ypsilanti,Washteraw,MI,42.25414,-83.64747,NCAAB,DTX
Crisler Arena (Michigan Wolverines),333 East Stadium Boulevard, ,Ann Arbor,Washtenaw,MI,42.26563,-83.7464,NCAAB,DTX
Rose Hill Gymnasium (Fordham Rams),441 East Fordham Road, ,Bronx,Bronx,NY,40.86219,-73.88371,NCAAB,OKX
The George and Phyllis Rothman Center (FDU Knights),University Plaza Drive and Temple Avenue, ,Teaneck,Bergen,NJ,40.89625,-74.03345,NCAAB,OKX
Draddy Gymnasium (Manhattan Jaspers),Manhattan College Parkway, ,Riverdale,Bronx,NY,40.89117,-73.90006,NCAAB,OKX
Hynes Athletic Center (Iona Gaels),Pryer Terrace and Ellenton Avenue, ,New Rochelle,Westchester,NY,40.92914,-73.78299,NCAAB,OKX
Indoors Sports Complex (Stoney Brook Seawolves),Johns Toll Drive, ,Stoney Brook,Suffolk,NY,40.91758,-73.12572,NCAAB,OKX
Calihan Hall (Detroit Mercy Titans),Fairfield Avenue and Grove Street, ,Detroit,Wayne,MI,42.41483,-83.13596,NCAAB,DTX
Kohl Center (Wisconsin Badgers),601 West Dayton Street, ,Madison,Dane,WI,43.06968,-89.39669,NCAAB,MKX
Jack Breslin Student Event Center (Michigan State University Spartans),1 Breslin Student Events Center, ,East Lansing,Ingham,MI,42.72847,-84.49293,NCAAB,GRR
U.S. Cellular Arena (UW-Milwaukee Panthers),400 West Kilborne Avenue, ,Milwaukee,Milwaukee,WI,43.04221,-88.05679,NCAAB,MKX
Bradley Center (Marquette Golden Eagles),1001 North 4th Street, ,Milwaukee,Milwaukee,WI,43.04346,-87.91736,NCAAB,MKX
Arena at Harbor Yard (Fairfield Stags),600 Main Street, ,Bridgeport,Fairfield,CT,41.17361,-73.18735,NCAAB,OKX
Rielly Center (Saint Bonaventure Bonnies),Cornelius Welch Drive, ,Saint Bonaventer,Cattaraugus,NY,42.07965,-78.48449,NCAAB,BUF
Recreation and Athletic Center (O'Rena) (Oakland Grizzlies),Pioneer Drive, ,Rochester,Oakland,MI,42.67395,-83.21306,NCAAB,DTX
William H. Pitt Health and Recreation Center (Sacred Heart Pioneers),Park Avenue and Jefferson Street, ,Fairfield,Fairfield,CT,41.21969,-73.24533,NCAAB,OKX
Christl Arena (Army Cadets),Fenton Place and Stony Lonesome Road, ,West Point,Orange,NY,41.38573,-73.96581,NCAAB,OKX
Payne Whitney Gymnasium (Yale Bulldogs),70 Tower Parkway, ,New Haven,New Haven,CT,41.31392,-72.93097,NCAAB,OKX
T. D. Banknorth Sports Center (Quinnipiac Bobcats),Sherman Avenue, ,Hamden,New Haven,CT,41.40673,-72.90736,NCAAB,OKX
James J. McCann Fieldhouse (Marist Redfoxes),Marist Drive, ,Poughkeepsie,Dutchees,NY,41.7181,-73.93432,NCAAB,ALY
Events Center (Binghamton Bearcats),Glenn G. Bartle Drive and West Drive, ,Binghamton,Broome,NY,42.09363,-75.97018,NCAAB,BGM
Detrick Gymnasium (CCSU Blue Devils),Kasier Drive, ,New Britain,Hartford,CT,41.69307,-72.76525,NCAAB,BOX
Thomas M. Ryan Center (Rhode Island Rams),Plains Road and West Alumni Avenue, ,Kingston,Washington,RI,41.48763,-71.53626,NCAAB,BOX
Reed Gymnasium (Idaho State Bengals),East Terry Street and Memorial Drive, ,Pocatello,Bannock,ID,42.86501,-112.42877,NCAAB,PIH
Newman Arena (Cornell Big Red),Campus Road and Garden Avenue, ,Ithica,Tompkins,NY,42.44568,-76.47659,NCAAB,BGM
Hartford Civic Center (Connecticut Huskies),1 Civic Center Plaza, ,Hartford,Hartford,CT,41.76846,-72.67704,NCAAB,BOX
The Chase Arena (Hartford Hawks),200 Bloomfield Avenue, ,West Hartford,Hartford,CT,41.80227,-72.71664,NCAAB,BOX
Rose Arena (Central Michigan Chippewas),Broomfield Road and West Campus Drive, ,Mount Pleasant,Isabella,MI,43.5815,-84.77343,NCAAB,GRR
Koessler Athletic Center (Canisius College Golden Griffins),Main Street (NY-5), ,Buffalo,Erie,NY,42.92098,-78.85765,NCAAB,BUF
Gampel Pavilion (Connecticut Huskies),Hillside Road and Stadium Road, ,Storrs,Tolland,CT,41.80476,-72.2556,NCAAB,BOX
Alumni Arena (Buffalo Bulls),Putnam Way, ,Amherst,Erie,NY,43.00103,-78.78305,NCAAB,BUF
Dunkin' Donuts Center (Providence Friars),1 LaSalle Square, ,Providence,Providence,RI,41.82353,-71.41821,NCAAB,BOX
John J. Gallagher Center (Niagara Purple Eagles),Campus Drive and Senior Drive, ,Niagara Falls,Niagara,NY,43.13695,-79.03792,NCAAB,BUF
Paul Bailey Pizzitola Memorial Sports Center (Brown Bears),Lloyd avenue and Hope Street, ,Providence,Providence,RI,41.83166,-71.39765,NCAAB,BOX
Frost Arena (SDSU Jack Rabbits),16th Avenue and 11th Street, ,Brookings,Brookings,SD,44.31777,-96.7793,NCAAB,FSD
Cotterell Court (Colgate Red Raiders),Broad Street and College Street, ,Hamilton,Madison,NY,42.8154,-75.5425,NCAAB,BGM
Hart Recreation Center (Holy Cross Crusaders),1 College Street, ,Worcester,Worcester,MA,42.23486,-71.80623,NCAAB,BOX
William D. Mullins Center (Massachusetts Minutemen),Commonwealth Avenue and Hicks Way, ,Amherst,Hampshire,MA,42.3891,-72.53338,NCAAB,BOX
Carrier Dome (Syracuse University Orangemen),Sims Drive, ,Syracuse,Onondaga,NY,43.03612,-76.13615,NCAAB,BGM
HSBC Pepsi Arena (Siena Saint Bernards),51 South Pearl Street, ,Albany,Albany,NY,42.64855,-73.75437,NCAAB,ALY
Recreation and Convocation Center (RACC) (Albany Great Danes),University Drive West, ,Albany,Albany,NY,42.68152,-73.82604,NCAAB,ALY
Resch Center (UW-Green Bay Phoenix),1901 South Oneida Street, ,Green Bay,Brown,WI,44.50072,-88.05679,NCAAB,GRB
Conte Forum (Boston College Eagles),Campanella Way, ,Chestnut Hill,Suffolk,MA,42.33532,-71.16689,NCAAB,BOX
Mathews Arena (Northeastern Huskies),Saint Botolph Street and Gainsborough Street, ,Boston,Suffolk,MA,42.34112,-71.08467,NCAAB,BOX
Case Athletic Gymnasium (The Roof) (Boston Terriers),Babcock Street and Ashford Street, ,Boston,Suffolk,MA,42.35408,-71.12048,NCAAB,BOX
Lavietes Pavilion (Harvard Crimson),North Harvard Street and Soldier Fields Road, ,Cambridge,Suffolk,MA,42.36827,-71.1294,NCAAB,BOX
Williams Arena (Minnesota Golden Gophers),1925 University Avenue SE, ,Minneapolis,Hennepin,MN,44.97682,-93.22774,NCAAB,MPX
Taco Bell Arena (Boise State Broncos),University Drive and Campus Lane, ,Boise,Ada,ID,43.60363,-116.1984,NCAAB,BOI
Lundholm Gymnasium/Fielhouse (UNH Wildcats),Main Street and Mast Road, ,Durham,Starfford,NH,43.13817,-70.93852,NCAAB,GYX
Leede arena (Dartmouth Big Green),South Park Street and East Wheelock Street, ,Hanover,Grafton,NH,43.70297,-72.28282,NCAAB,GYX
Patrick Gymnasium (Vermont Catamounts),Spear Road and East Main Street, ,Burlington,Chittenden,VT,44.47251,-73.19417,NCAAB,BTV
Brick Breeden Fieldhouse (Montana State Bobcats),South 11th Street and West Grant Street, ,Bozeman,Gallatin,MT,45.66334,-111.05106,NCAAB,TFX
Bison Sports Arena (NDSU Bisons),North University Drive and 17th Avenue North, ,Fargo,Cass,ND,46.90039,-96.79877,NCAAB,FGF
McArthur Court (Oregon Ducks),University Street, ,Eugene,Lane,OR,44.0912,-123.07399,NCAAB,PQR
Gill Coliseum (Beavers),Washington Way and 20th Street, ,Corvallis,Benton,OR,44.56108,-123.28056,NCAAB,PQR
Harold Alford Sports Arena (Maine Black Bears),Long Road and College Avenue, ,Orono,Penobscot,ME,44.90448,-68.6737,NCAAB,CAR
Dahberg Arena (Montana Grizzlies),South Van Buren Street and Campus Drive, ,Missoula,Missoula,MT,46.8368,-113.98359,NCAAB,MSO
Peter W. Stott Center (Portland State Vikings),SW 10th Street and SW Hall Street, ,Portland,Multnomah,OR,45.51095,-122.68671,NCAAB,PQR
Chiles Center (Portland Pilots),North Williamsette Boulevard and North Portsmouth A, ,Portland,Multnomah,OR,45.57548,-122.72865,NCAAB,PQR
Kibbie-ASU Activity Center (Kibbie Dome) (Idaho Vandals),West Perimeter Drive and Nez Perce Drive, ,Moscow,Latah,ID,46.72612,-117.01763,NCAAB,OTX
Friel Court at Beasley Performing Art Coliseum (Washigton State Cougars),NE Orchard Drive, ,Pullman,Whitman,WA,46.73516,-117.15834,NCAAB,OTX
Reese Court (EWU Eagles),Washington Street and Elm Street, ,Cheney,Spokane,WA,47.49256,-117.59068,NCAAB,OTX
McCarthey Athletic Center (Gonzaga Bulldogs),801 North Cincinnati Street, ,Spokane,Spokane,WA,47.6655,-117.39873,NCAAB,OTX
Bank of America Arena at Hec Edmundson Pavilion (Washington Huskies),Montlake Road, ,Seattle,Kings,WA,47.65238,-122.3025,NCAAB,SEW
