NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
MT. AIRY PD,"869 DICKS HILL PKWY., MT. AIRY",706-894-2986,,HABERSHAM,GA,34.515464,-83.501658,PD,GSP
NEWLAND PD,"301 CRANBERRY ST., NEWLAND 28657",828-733-2023,,AVERY,NC,36.088836,-81.92768,PD,GSP
NEWTON PD,"411 N. MAIN ST., NEWTON 28658",828-465-7430,,CATAWBA,NC,35.665873,-81.221291,PD,GSP
NINETY-SIX P.D.,"100 N CHURCH ST,NINETY SIX, SC 29666",864-543-3122,,GREENWOOD,SC,34.18202,-82.025279,PD,GSP
NORRIS PD,"103 E Jamison St., Norris",864-639-2033,,PICKENS,SC,34.760205,-82.753528,PD,GSP
OLD FORT PD,"OLD CATAWBA RD., OLD FORT 28762",828-668-4244,,MCDOWELL,NC,35.63,-82.18,PD,GSP
PACOLET PD,110 Sunset Dr Pacolet,864-474-3002,,SPARTANBURG,SC,34.89588,-81.767,PD,GSP
PICKENS PD,"302 JOHNSON ST, PICKENS 29671",864-878-6366,,PICKENS,SC,34.881451,-82.705926,PD,GSP
PINEVILLE PD,"300 MAIN ST., PINEVILLE 28134",704-889-2231,,MECKLENBURG,NC,35.085725,-80.890382,PD,GSP
RABUN COUNTY SHERIFF,"25 COURTHOUSE SQ # 3 CLAYTON, GA ",706-782-3612,,RABUN,GA,34.87861,-83.400851,PD,GSP
RANLO PD,"1624 SPENCER MTN RD., GASTONIA 28054",704-824-5172,,GASTON,NC,35.285412,-81.131128,PD,GSP
RHODHISS PD,"P.O. BOX 40, RHODHISS 28667",828-396-8401,,CALDWELL,NC,35.77,-81.43,PD,GSP
ROCK HILL PD,"120 E BLACK ST, ROCK HILL 29730",803-329-7211,,YORK,SC,34.924612,-81.027842,PD,GSP
ROCKWELL PD,303 W. MAIN ST. ROCKWELL,704-279-3420,,ROWAN,NC,35.552894,-80.409062,PD,GSP
ROYSTON POLICE,,706-245-6196,,FRANKLIN,GA,34.27925,-83.11037,PD,GSP
RUTHERFORDTON PD,"129 N. MAIN ST., RUTHERFORDTON 28139",828-287-5062,,RUTHERFORD,NC,35.367056,-81.957397,PD,GSP
SALISBURY PD,"130 E. LIBERTY ST., SALISBURY 28144",704-638-5333,,ROWAN,NC,35.668827,-80.467253,PD,GSP
SALUDA PD,"6 MAIN ST., SALUDA 28773",828-749-9341,,POLK,NC,35.236374,-82.350334,PD,GSP
SENECA P.D.,"205 N DEPOT ST, SENECA, SC 29678 ",864-885-2718,,OCONEE,SC,34.68592,-82.951828,PD,GSP
SEVEN DEVILS PD,"1356 SEVEN DEVILS RD., BANNER ELK 28604",828-963-6760,,AVERY,NC,36.15258,-81.80028,PD,GSP
SHELBY PD,"311 S. LAFAYETTE ST., SHELBY 28150",704-484-6845,,CLEVELAND,NC,35.288872,-81.540242,PD,GSP
SHERIFF NORTHERN AREA CMD,"4900 OLD BUNCOME RD, GREENVILLE 29617",371-3600,,GREENVILLE,SC,34.908773,-82.430312,PD,GSP
SHERIFF OFFICE,220 W. Main Street Union 29379,864-429-1612/1642,,UNION,SC,34.715393,-81.625395,PD,GSP
SHERIFF SOUTHERN AREA CMD,"666 PERIMETER RD, GREENVILLE 29605",422-2020,,GREENVILLE,SC,34.751191,-82.388305,PD,GSP
SHERIFF SUBSTATION,"300 S. CENTER ST., HILDEBRAN 28637",828-397-4600/4655,,BURKE,NC,35.710665,-81.423573,PD,GSP
SHERIFF SUBSTATION,"910 MALCOLM BLVD., RUTH COLLEGE 28671",828-874-3400/3410,,BURKE,NC,35.75,-81.52,PD,GSP
SHERIFF SUBSTATION,"1030 US HWY 70, CONNELLY SPRGS 28612",828-879-2326,,BURKE,NC,35.735588,-81.80663,PD,GSP
SHERIFF SUBSTATION,"3222 NC HWY 126, MORGANTON 28655",828-584-0840,,BURKE,NC,35.7747,-81.80663,PD,GSP
SHERIFF SUBSTATION,"8224 BUCKEYE HOLLOW RD, JONAS RDG 28641",828-733-1596,,BURKE,NC,35.977,-81.895,PD,GSP
SHERIFF'S OFFICE,"3344 PRESSON RD., MONROE 28112",704-283-3789,,UNION,NC,34.978437,-80.465759,PD,GSP
SHERIFF'S OFFICE,"1820 LAKESIDE DR., FRANKLIN 28734",828-524-2811,,MACON,NC,35.195822,-83.370855,PD,GSP
SIMPSONVILLE PD,"405 E CURTIS ST, SIMPSONVILLE 29681 ",967-9536,,GREENVILLE,SC,34.738926,-82.251392,PD,GSP
SKY VALLEY POLICE,"23 SKY VALLEY WAY, DILLARD, GA",706-746-5584,,RABUN,GA,34.990748,-83.326846,PD,GSP
SPARTANBURG PD,"145 W. BROAD ST., SPARTANBURG",864-596-2035,,SPARTANBURG,SC,34.948406,-81.932385,PD,GSP
SPENCER PD,"600 S. SALISBURY AVE., SPENCER 28159",704-633-3574,,ROWAN,NC,35.687651,-80.436116,PD,GSP
SPINDALE PD,"103 REVELY ST., SPINDALE 28160",828-286-3464,,RUTHERFORD,NC,35.355755,-81.929793,PD,GSP
SPRUCE PINE PD,"106 HIGHLAND AVE., SPRUCE PINE 28777",828-765-2233,,MITCHELL,NC,35.915515,-82.07296,PD,GSP
STANLEY PD,"230 S. MAIN, STANLEY 28164",704-263-4778,,GASTON,NC,35.358048,-81.095037,PD,GSP
STATESVILLE PD,"333 S. TRADD ST., STATESVILLE 28677",704-878-3412,,IREDELL,NC,35.783694,-80.885016,PD,GSP
STEPHENS CO SHERIFF ,"205 N. ALEXANDER ST., TOCCOA 30577",706-886-2525,,STEPHENS,GA,34.581827,-83.331783,PD,GSP
SYLVA PD,"83 ALLEN ST., SYLVA 28779",828-586-2916,,JACKSON,NC,35.377323,-83.219802,PD,GSP
TAYLORSVILLE PD,"67 MAIN AVE. DR., TAYLORSVILLE 28681",828-632-2218,,ALEXANDER,NC,35.927292,-81.169671,PD,GSP
TEGA CAY PD,"4 TEGA CAY DR., TEGA CAY 29708",803-548-7256,,YORK,SC,35.051493,-81.009741,PD,GSP
TOCCOA PD,"203 N. ALEXANDER ST., TOCCOA 30577",706-886-8655,,STEPHENS,GA,34.580468,-83.331655,PD,GSP
TRAVELERS REST PD,"6711 STATE PARK RD, TRAVELERS REST 29690",834-9029,,GREENVILLE,SC,34.965418,-82.437509,PD,GSP
TROUTMAN PD,"400 N. EASTWAY DR., TROUTMAN 28166",704-528-7610,,IREDELL,NC,35.70674,-80.89248,PD,GSP
TRYON PD,"291 N. TRADE ST., TRYON 28782",828-859-9195,,POLK,NC,35.21633,-82.243138,PD,GSP
UNION PUBLIC SAFETY (STA 1400),"215 Thompson Blvd., Union 29379",864-427-8481/1713/10,,UNION,SC,34.72299,-81.62748,PD,GSP
VALDESE PD/FD,"121 FAET ST., VALDESE 28690",828-879-2100,,BURKE,NC,35.75,-81.56,PD,GSP
WALHALLA PD,"101 EAST MAIN STREET, WALHALLA 29691",864-638-5831,,OCONEE,SC,34.765129,-83.065578,PD,GSP
WARE SHOALS PD,"210 MCCLAINE AVE., WARE SHOALS 29692 ",864-456-7445,,GREENWOOD,SC,34.398076,-82.244383,PD,GSP
WAXHAW PD,"209 W. S. MAIN ST., WAXHAW 28173",704-843-0353,,UNION,NC,34.92444,-80.744615,PD,GSP
WAYNESVILLE PD,"9 S. MAIN ST., WAYNESVILLE 28786",828-456-5363,,HAYWOOD,NC,35.489611,-82.988054,PD,GSP
WEAVERVILLE PD,"12 N. MAIN ST., WEAVERVILLE ",828-645-5700,,BUNCOMBE,NC,35.697029,-82.560573,PD,GSP
WELLFORD P.D.,"127 SYPHRIT RD, WELLFORD, SC 29385 ",864-439-2436,,SPARTANBURG,SC,34.954384,-82.11207,PD,GSP
WEST PELZER PD,"3 HINDMAN ST, WEST PELZER ",864-947-6297,,ANDERSON,SC,34.64,-82.48,PD,GSP
WESTMINSTER PD,"100 E Windsor St., WESTMINSTER 29693 ",864-647-3222,,OCONEE,SC,34.665322,-83.097496,PD,GSP
WILLIAMSTON PD,"100 TOWN SQUARE DR., WILLIAMSTON",864-847-7425/5987,,ANDERSON,SC,34.619648,-82.47831,PD,GSP
WINGATE PD,"4114 US HWY 74 E., WINGATE 28174",704-238-1697/5657,,UNION,NC,34.982661,-80.445526,PD,GSP
WOODFIN PD,"90 ELK MOUNTAIN RD., WOODFIN 28804",828-253-4849,,BUNCOMBE,NC,35.64,-82.58,PD,GSP
WOODRUFF PD,"231 EAST HAYNE ST, WOODRUFF 29388 ",864-476-8131,,SPARTANBURG,SC,34.73942,-82.03479,PD,GSP
YORK PD,"10 N ROOSEVELT ST, YORK 29745 ",803-684-4141,,YORK,SC,34.995199,-81.239637,PD,GSP
