NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
Claylick Volunteer Fire Department,,615-797-9925,White Bluff,DICKSON,TN,36.120372,-87.218882,FD,OHX
Inspiration Point Fire Department,31 Ozark Automotive RD,000-000-0000,Eureka Springs,CARROLL,AR,36.44271,-93.796191,FD,TSA
Viola Fire/Rescue Department,,870-458-2704,Viola,FULTON ,AR,36.393864,-91.9918025,FD,LZK
Sarecta Fire Department,1142 Sarecta RD,910-298-4912,Kenansville,DUPLIN ,NC,34.978968,-77.8578435,FD,MHX
White Bluff Fire Department,2285 Highway 47 N,615-797-2781,White Bluff,DICKSON,TN,36.123345,-87.228261,FD,OHX
Cabin Creek Fire District,,918-782-2971,Langley,MAYES,OK,36.4636799,-95.04666,FD,TSA
Sidonia Volunteer Fire Department,562 Gaylord RD,731-973-3455,Sharon,WEAKLEY,TN,36.24372,-88.906293,FD,MEG
Langley Volunteer Fire Department,,918-782-9850,Langley,MAYES,OK,36.464505,-95.0477705,FD,TSA
Red Rock Fire Department,22274 Valley,580-723-4474,Red Rock,NOBLE,OK,36.46365125,-97.08416368,FD,OUN
Sharon Volunteer Fire Department,,731-456-2717,Sharon,WEAKLEY,TN,36.240495,-88.8386525,FD,MEG
Pea Ridge Fire Department,,479-451-1111,Pea Ridge,BENTON ,AR,36.454695,-94.1206535,FD,TSA
9 Mile Ridge Volunteer Fire Department,,000-000-0000,Hardy,FULTON ,AR,36.37997,-91.48787,FD,LZK
Albemarle Fire Department,,704-984-9700,Albemarle,STANLY ,NC,35.347488,-80.1982835,FD,RAH
Rescue Unit of Stanly County,,704-982-5255,Albemarle,STANLY ,NC,35.347488,-80.1982835,FD,RAH
"Clement Volunteer Fire Department, Inc.",3384 Maxwell RD,910-567-2609,Autryville,SAMPSON,NC,35.104122,-78.591222,FD,RAH
Bella Vista Fire Department,103 Town CTR W,479-855-8249,Bella Vista,BENTON ,AR,36.45644169,-94.19374232,FD,TSA
Lead Hill Volunteer Fire Department,,870-436-5700,Lead Hill,BOONE,AR,36.429459,-92.9444435,FD,LZK
Boger City Volunteer Fire Department,410 McAlister RD,704-735-6046,Lincolnton,LINCOLN,NC,35.487567,-81.201582,FD,GSP
Mohave Valley Fire Department,1451 E Willow DR,928-768-9113,Mohave Valley,MOHAVE ,AZ,34.909983,-114.59979,FD,VEF
Pope Air Force Base,265 Boxcar ST,910-394-2464,Pope Army Airfield,CUMBERLAND ,NC,35.17216397,-79.00897198,FD,RAH
Peel Fire & Rescue,,870-436-7471,Peel,MARION ,AR,36.427326,-92.7744605,FD,LZK
Huntersville Volunteer Fire Department,,704-875-3563,Huntersville,MECKLENBURG,NC,35.4462073,-80.8795236,FD,GSP
Omaha Fire Department,,870-426-4550,Omaha,BOONE,AR,36.438855,-93.193703,FD,LZK
Spring Lake Fire Department,300 Ruth ST,910-436-0337,Spring Lake,CUMBERLAND ,NC,35.170398,-78.9843015,FD,RAH
Pegram Volunteer Fire Department,,615-646-6800,Pegram,CHEATHAM ,TN,36.116961,-87.038153,FD,OHX
Waldens Creek Volunteer Fire Department,2828 Goose Gap RD,865-429-8258,Sevierville,SEVIER ,TN,35.789877,-83.6274105,FD,MRX
Hesperia Fire Protection District,17288 Olive ST,760-947-1601,Hepseria,SAN BERNARDINO ,CA,34.4160997,-117.2887613,FD,SGX
Union Volunteer Fire Department of Vale,4588 Reepsville RD,704-276-2944,Vale,LINCOLN,NC,35.514045,-81.359604,FD,GSP
"Seven Lakes Volunteer Fire Department, Inc.",,910-673-8151,West End,MOORE,NC,35.254995,-79.51823,FD,RAH
Cold Water Fire & Rescue,,704-782-2514,Concord,CABARRUS ,NC,35.410686,-80.57744,FD,GSP
Concord Department of Fire and Life Safety,,704-920-5516,Concord,CABARRUS ,NC,35.410686,-80.57744,FD,GSP
Eastwood Volunteer Fire Department,980 NC Highway 73,910-295-3322,West End,MOORE,NC,35.250948,-79.471053,FD,RAH
Pigeon Forge Fire Department,,865-429-7381,Pigeon Forge,SEVIER ,TN,35.788128,-83.561651,FD,MRX
Eucha Volunteer Fire Department,,918-253-3473,Eucha,DELAWARE ,OK,36.477474,-94.982534,FD,TSA
Biggers Reyno Fire Department,,870-769-2381,Reyno,RANDOLPH ,AR,36.362472,-90.753812,FD,MEG
Crossville Fire Department,141 Henry AVE,931-484-6144,Crossville,CUMBERLAND ,TN,35.947323,-85.0286115,FD,OHX
Disney Fire Department,,918-435-7782,Disney,MAYES,OK,36.48228,-95.018714,FD,TSA
Lakemont Shores Fire District,,918-435-8351,Disney,DELAWARE ,OK,36.48228,-95.018714,FD,TSA
Woodward Fire Department,1219 8TH ST,580-254-8538,Woodward,WOODWARD ,OK,36.436698,-99.389034,FD,OUN
"Odell Volunteer Fire and Rescue, Inc.",9051 Davidson HWY,704-788-3004,Concord,CABARRUS ,NC,35.440317,-80.729541,FD,GSP
"Crains Creek Volunteer Fire Department, Inc.",,910-245-4331,Vass,MOORE,NC,35.222388,-79.234784,FD,RAH
Cypress Pointe Fire/Resce,,910-245-7974,Vass,MOORE,NC,35.222388,-79.234784,FD,RAH
"Tiajuana Community Area Fire Protection, Inc.",,918-435-4710,Disney,DELAWARE ,OK,36.4844204,-95.0193739,FD,TSA
Mt Pleasant Fire & Rescue,1415 N Main,704-436-6314,Mt Pleasant,CABARRUS ,NC,35.400303,-80.4337605,FD,GSP
Sulphur Springs Department of Public Safety,,479-298-3400,Sulphur Springs,BENTON ,AR,36.479967,-94.4885015,FD,TSA
Mooreland Volunteer Fire Department,,580-994-5924,Mooreland,WOODWARD ,OK,36.446667,-99.147761,FD,OUN
"East Side Volunteer Fire Department, Inc.",805 LatonRD,704-982-4615,Albemarle,STANLY ,NC,35.363313,-80.153802,FD,RAH
Glenwood Volunteer Fire Department,1745 Old HWY 221,828-738-4666,Marion,MCDOWELL ,NC,35.61189702,-81.98187699,FD,GSP
Beaver Town Volunteer Fire Association,,479-253-8995,Beaver,CARROLL,AR,36.474369,-93.769082,FD,TSA
101 Gamaliel Fire Protection District,,870-467-5455,Gamaliel,BAXTER ,AR,36.433887,-92.2448105,FD,LZK
Holiday Island,251 Holiday Island DR,479-253-8397,Holiday Island,CARROLL,AR,36.47750103,-93.75044298,FD,TSA
French Broad Volunteer Fire & Rescue Inc.,572 Fletcher Martin RD,828-683-3651,Alexander,BUNCOMBE ,NC,35.70048,-82.639944,FD,GSP
Perryton Volunteer Fire Department,13 SE Second AVE,806-435-3000,Perryton,OCHILTREE,TX,36.39860148,-100.8024764,FD,AMA
Sylvia-Yellow Creek Fire Department,105 Edgewood Cemetery RD,615-763-0701,Dickson,DICKSON,TN,36.18209237,-87.52904217,FD,OHX
Oak Grove Fire Department,,870-749-2400,Oak Grove,CARROLL,AR,36.4729462,-93.4285381,FD,TSA
Whispering Pines Fire Rescue Department,16 Hardee LN,910-949-2400,Whispering Pines,MOORE,NC,35.258409,-79.369542,FD,RAH
Cumberland County Fire Department,1391 Livingston RD,931-484-9119,Crossville,CUMBERLAND ,TN,35.968113,-85.04244,FD,OHX
North End Volunteer Fire Department,180 Serenity DR,931-761-3657,Sparta,WHITE,TN,36.015372,-85.525614,FD,OHX
Wade Community Fire Department,,910-483-5467,Wade,CUMBERLAND ,NC,35.1611896,-78.7293023,FD,RAH
"Belgrade Volunteer Fire Department, Inc.",,910-743-3088,Maysville,ONSLOW ,NC,34.929075,-77.31286,FD,MHX
Diamond City Fire Protection Association,,870-422-7171,Diamond City,BOONE,AR,36.465234,-92.920031,FD,LZK
Oakland/Promise Land Volunteer Fire Department,,000-000-0000,Oakland,MARION ,AR,36.455829,-92.590082,FD,LZK
Big Sandy Volunteer Fire Department,,731-593-3213,Big Sandy,BENTON ,TN,36.227121,-88.059302,FD,MEG
Herring Fire & Rescue,2021 Rabbit ST,910-564-6707,Clinton,SAMPSON,NC,35.119476,-78.451272,FD,RAH
"Denver Volunteer Fire Department, Inc.",,704-483-5115,Denver,LINCOLN,NC,35.49849,-81.0022625,FD,GSP
Metro Nashville Airport Authority - Public Safety,921 Airport Service RD,615-275-1703,Nashville,DAVIDSON ,TN,36.12048623,-86.66689,FD,OHX
"North 321 Volunteer Fire Department, Inc.",3769 Maiden HWY,704-735-5797,Lincolnton,LINCOLN,NC,35.529426,-81.221283,FD,GSP
Cornelius-Lemley Fire Rescue,,704-892-1544,Cornelius,MECKLENBURG,NC,35.479833,-80.8585505,FD,GSP
Reems Creek Fire Department,730 Reems Creek RD,828-645-4711,Weaverville,BUNCOMBE ,NC,35.694522,-82.5092235,FD,GSP
Weakley County Rescue Squad Inc.,8220 Highway 22 HWY,731-364-5002,Dresden,WEAKLEY,TN,36.276957,-88.695414,FD,MEG
South Mountains Fire Rescue Inc.,8204 Gus Peeler RD,828-438-8300,Connelly Springs,BURKE,NC,35.583075,-81.5629005,FD,GSP
Alexandria Fire Department,102 High ST,615-529-2171,Alexandria,DEKALB ,TN,36.07663727,-86.03325789,FD,OHX
Harriman City Fire Department,,865-882-3072,Harriman,ROANE,TN,35.932344,-84.53402,FD,MRX
Weaverville Fire Department,,828-645-3500,Weaverville,BUNCOMBE ,NC,35.711736,-82.5678215,FD,GSP
Catons Chapel Richardson Cove Volunteer Fire Department,3109 Pittman Center RD,865-428-1177,Sevierville,SEVIER ,TN,35.815239,-83.4476535,FD,MRX
Midtown / First District Volunteer Fire Department,,865-882-1118,Harriman,ROANE,TN,35.92779,-84.4860635,FD,MRX
Wardell Rural Fire Department,108 BroadST,573-628-3500,Wardell,PEMISCOT ,MO,36.35106257,-89.81778708,FD,MEG
High Country Fire Rescue,6593 N High Country LN,928-635-9988,Williams,COCONINO ,AZ,35.347212,-112.1655015,FD,FGZ
Booker Volunteer Fire Department,,806-650-2366,Booker,LIPSCOMB ,TX,36.432564,-100.530602,FD,AMA
Guadalupita Volunteer Fire Department,,505-387-2888,Guadalupita,MORA ,NM,36.143655,-105.2421605,FD,ABQ
Barnsdall Rural Fire Department,1259 COUNTY ROAD 2301,918-847-2463,Barnsdall,OSAGE,OK,36.52581314,-96.14024003,FD,TSA
"Davis Volunteer Fire Department, Inc.",,252-729-8311,Davis,CARTERET ,NC,34.798992,-76.460174,FD,MHX
Lazy Acres Volunteer Fire Department,200 Linda AVE,417-785-9801,Protem,HOWARD ,MO,36.481653,-92.803491,FD,LZK
Chamita Volunteer Fire Department,,505-852-4849,San Juan Pueblo,RIO ARRIBA ,NM,36.074085,-106.0828325,FD,ABQ
Darrouzett Volunteer Fire Fighters Association,111 W Texas AVE,806-624-2441,Darrouzett,LIPSCOMB ,TX,36.44480966,-100.3261828,FD,AMA
Dresden Fire Department,117 W Main ST,731-364-9566,Dresden,WEAKLEY,TN,36.29151,-88.708401,FD,MEG
Davidson Fire Department,,704-892-7591,Davidson,MECKLENBURG,NC,35.500405,-80.8570846,FD,GSP
Ketchum Fire Department,,918-782-2217,Ketchum,CRAIG,OK,36.526209,-95.0249915,FD,TSA
Harlowe Volunteer Fire Department,3930 NC HWY 101,252-447-1891,Havelock,CRAVEN ,NC,34.85947905,-76.7717343,FD,MHX
Sturkie Volunteer Fire Department,5540 Sturkie RD,000-000-0000,Sturkie,FULTON ,AR,36.4570112,-91.87849312,FD,LZK
Hargett's Crossroads Volunteer Fire Department,7323 NC Highway 41 W,910-324-1005,Trenton,JONES,NC,35.005959,-77.610114,FD,MHX
Rives Volunteer Fire Department,,731-536-6321,Rives,OBION,TN,36.317427,-89.033543,FD,MEG
Carselowey Community Volunteer Fire Department,33644 S 4430 RD,918-782-4761,Vinita,CRAIG,OK,36.52996923,-95.11293143,FD,TSA
Biscoe Fire Department,,910-428-4541,Biscoe,MONTGOMERY ,NC,35.347803,-79.7630705,FD,RAH
Pine Lake Fire Department,4564 Hualapai Mountain RD,928-757-3570,Kingman,MOHAVE ,AZ,35.092764,-113.875092,FD,VEF
Watertown Volunteer Fire Department,,615-237-3628,Watertown,WILSON ,TN,36.1005585,-86.1354625,FD,OHX
Cooksville Fire Department,6942 Old Shelby RD,704-462-2127,Vale,CATAWBA,NC,35.588925,-81.4767435,FD,GSP
"Northeast Cabarrus Volunteer Fire Department, Inc.",1500 Lentz Harness Shop RD,704-436-9513,Mt. Pleasant,CABARRUS ,NC,35.437365,-80.367714,FD,GSP
Chelsea Fire Department,637 Olive ST STE B,918-789-3451,Chelsea,ROGERS ,OK,36.53468041,-95.43148643,FD,TSA
Ocate/Ojo Feliz Volunteer Fire Department,Hwy 120,000-000-0000,Ocate,MORA ,NM,36.17329243,-105.0257994,FD,ABQ
Badin Volunteer Fire Department,,704-422-3614,Badin,STANLY ,NC,35.402064,-80.11394,FD,RAH
Seymour Volunteer Fire Department,,865-573-7475,Seymour,SEVIER ,TN,35.865114,-83.747024,FD,MRX
Apple Valley Fire Protection District,22400 Headquarters AVE,760-247-7618,Apple Valley,SAN BERNARDINO ,CA,34.502922,-117.1748205,FD,SGX
Billings Fire Department,,580-725-3370,Billings,NOBLE,OK,36.5289358,-97.4469067,FD,OUN
Clarkridge Volunteer Fire Department,,870-425-3230,Clarkridge,BAXTER ,AR,36.479067,-92.329433,FD,LZK
"Spring Creek Volunteer Fire Department, Inc.",13131 NC 209 HWY,828-622-7108,Hot Springs,MADISON,NC,35.768025,-82.874322,FD,GSP
Wynona Volunteer Fire Department,,918-846-2526,Wynona,OSAGE,OK,36.539484,-96.342902,FD,TSA
Butler Volunteer Fire Department,66200 E 335 RD,918-787-5555,Jay,DELAWARE ,OK,36.53248327,-94.69761631,FD,TSA
Seligman Fire Department,PO Box 111,417-662-3323,Seligman,BARRY,MO,36.5211911,-93.9379943,FD,SGF
Junipine Volunteer Fire Department,7415 N Ponderosa AVE,528-635-1010,Williams,COCONINO ,AZ,35.3589744,-112.2108396,FD,FGZ
Ramona Fire Department,,918-536-2245,Ramona,WASHINGTON ,OK,36.540906,-95.900192,FD,TSA
Springville Volunteer Fire Department,,731-593-0016,Springville,HENRY,TN,36.266046,-88.1252315,FD,MEG
Rural - Metro Fire Department,9746 Parkside DR,865-531-3006,Knoxville,KNOX ,TN,35.91095825,-84.11159779,FD,MRX
Ore Springs/ Como Volunteer Fire Department,,731-642-8616,Como,HENRY,TN,36.29348,-88.51202,FD,MEG
Big Cabin Fire Department,,918-783-5388,Big Cabin,CRAIG,OK,36.541338,-95.271884,FD,TSA
Nashville Fire Department,,615-862-5421,Nashville,DAVIDSON ,TN,36.164859,-86.7809825,FD,OHX
"Eagle Springs Volunteer Fire Department, Inc.",,910-673-5673,Eagle Springs,MOORE,NC,35.340621,-79.6310225,FD,RAH
Corning Volunteer Fire Department,,870-857-6001,Corning,CLAY ,AR,36.415275,-90.5723135,FD,MEG
Godwin-Falcon Fire Department,,910-980-1066,Falcon,CUMBERLAND ,NC,35.18974,-78.64815,FD,RAH
Troy Fire Department,118 W Harper ST,731-536-6397,Troy,OBION,TN,36.338247,-89.1646515,FD,MEG
Maynard Volunteer Fire Department,,870-647-2701,Maynard,RANDOLPH ,AR,36.430179,-90.880433,FD,MEG
Havelock Fire/ Rescue,,252-444-6441,Havelock,CRAVEN ,NC,34.892349,-76.865822,FD,MHX
Seligman Fire District,,928-422-3242,Seligman,YAVAPAI,AZ,35.242656,-113.0239025,FD,FGZ
Troy Fire Department,,910-576-2411,Troy,MONTGOMERY ,NC,35.387313,-79.92458,FD,RAH
Brendletown Fire & Rescue,5157 US HWY 64,828-584-0394,Morganton,BURKE,NC,35.642466,-81.7804035,FD,GSP
Barnsdall Fire Department,,918-847-2371,Barnsdall,OSAGE,OK,36.549357,-96.134723,FD,TSA
Hornbeak Volunteer Fire Department,,731-538-9333,Hornbeak,OBION,TN,36.351222,-89.321903,FD,MEG
Federal Fire Ventura County,642 Eleventh ST,805-989-7034,Point Mugu,VENTURA,CA,34.11506213,-119.1139943,FD,LOX
Oatman Fire Department,81 Bell LN,928-768-2102,Oatman,MOHAVE ,AZ,35.02500615,-114.3820884,FD,VEF
Cuba Volunteer Fire Department,16b E Cordova ST,505-289-3456,Cuba,SANDOVAL ,NM,36.01406444,-106.9630739,FD,ABQ
Grayhouse Indian Village Volunteer Fire Department,,918-629-9840,Fairfax,OSAGE,OK,36.549609,-96.6434705,FD,TSA
Comfort Rural Volunteer Fire Department,,910-324-4008,Comfort,JONES,NC,35.006397,-77.499782,FD,MHX
Fairview Valley Fire Department,15215 Sherri LN,760-240-4731,Apple Valley,SAN BERNARDINO ,CA,34.528536,-117.1157535,FD,SGX
Westarea Volunteer Fire Department,8716 E Reeves Bridge RD,910-822-0901,Linden,CUMBERLAND ,NC,35.220528,-78.8046615,FD,RAH
Marland Volunteer Fire Department,,580-268-3468,Marland,NOBLE,OK,36.547359,-97.0768745,FD,OUN
Fairfield Glade Fire Department,,931-484-3801,Crossville,CUMBERLAND ,TN,36.001293,-84.8826305,FD,OHX
Goltry Fire & Rescue,,580-496-2441,Goltry,ALFALFA,OK,36.532806,-98.1481535,FD,OUN
Eagle Rock-Golden-Mano Fire Protection District,30625 State Highway 86,417-271-3642,Eagle Rock,BARRY,MO,36.53132946,-93.73017375,FD,SGF
Faison Fire & Rescue Inc.,,910-267-5141,Faison,DUPLIN ,NC,35.126232,-78.1961435,FD,RAH
Cherry Point Fire Department,BLDG 193 F ST,252-466-2351,MCAS Cherry Point,CRAVEN ,NC,34.9073544,-76.90226102,FD,MHX
Noel Volunteer Fire Department,201 Railroad ST,417-475-3696,Noel,MCDONALD ,MO,36.54601333,-94.48511684,FD,SGF
Erin Fire Department,48 Strawberry ALY,931-289-3210,Erin,HOUSTON,TN,36.248757,-87.684893,FD,OHX
Anderson Creek Emergency Services,2980 Ray RD,910-497-0395,Spring Lake,CUMBERLAND ,NC,35.25039,-78.9660135,FD,RAH
Maiden Fire Department,,828-428-5028,Maiden,CATAWBA,NC,35.570643,-81.174023,FD,GSP
Vanleer Volunteer Fire Department,108 High ST,615-763-6278,Vanleer,DICKSON,TN,36.231813,-87.443982,FD,OHX
Cleora Community Fire Department,450730 E 317 RD,918-782-3650,Afton,OTTAWA ,OK,36.553905,-94.974102,FD,TSA
Marion Fire Department,,828-652-5201,Marion,MCDOWELL ,NC,35.683143,-82.0180835,FD,GSP
City Of Charlotte Volunteer Fire Department,,615-789-4578,Charlotte,DICKSON,TN,36.223773,-87.2915615,FD,OHX
Spout Springs Emergency Services,4400 Buffalo Lakes RD,919-499-9786,Cameron,HARNETT,NC,35.280501,-79.124012,FD,RAH
Holcomb Volunteer Fire Department,214 W Main ST,573-792-3610,Holcomb,DUNKLIN,MO,36.40524349,-90.02577538,FD,MEG
Kannapolis Fire Department,401 Laureate WAY,704-920-4260,Kannapolis,CABARRUS ,NC,35.5026902,-80.62580535,FD,GSP
Piney Grove Volunteer Fire Department,471 Goshen Church RD,910-267-2811,Faison,SAMPSON,NC,35.138799,-78.219612,FD,RAH
Paris Fire Department,100 N Caldwell Box 970,731-642-1413,Paris,HENRY,TN,36.302697,-88.3285425,FD,MEG
Oakland Volunteer Fire Department,,731-644-0502,Paris,HENRY,TN,36.30292,-88.32557,FD,MEG
Jupiter Volunteer Fire Department,331 Jupiter RD,828-645-7624,Weaverville,BUNCOMBE ,NC,35.759286,-82.568682,FD,GSP
Carthage Fire Department,4396 Highway 15/501,910-947-2226,Carthage,MOORE,NC,35.327817,-79.4064105,FD,RAH
"Uwharrie Volunteer Fire Department, Inc.",3147 HWY 109 N,910-572-3838,Troy,MONTGOMERY ,NC,35.416962,-80.0049015,FD,RAH
"P.G. Volunteer Fire Department, Inc.",,828-724-4524,Marion,MCDOWELL ,NC,35.696427,-82.049993,FD,GSP
Pink Hill Fire Department,,252-568-3373,Pink Hill,LENOIR ,NC,35.064515,-77.738975,FD,MHX
Oakdale Area Volunteer Fire Department,214 Queen ST,423-369-3345,Oakdale,MORGAN ,TN,35.98449165,-84.56010212,FD,MRX
Tiptonville Fire Department,221 Kentucky ST,731-253-8749,Tiptonville,LAKE ,TN,36.37950595,-89.46617968,FD,MEG
City of Martin Fire Department,106 Neal ST,731-587-4919,Martin,WEAKLEY,TN,36.34387007,-88.85145921,FD,MEG
Vann Crossroads Fire Department,4550 Church RD,910-594-1093,Newton Grove,SAMPSON,NC,35.175672,-78.397713,FD,RAH
Mount Mourne Volunteer Fire Department,,704-892-1530,Mount Mourne,IREDELL,NC,35.54187,-80.8473815,FD,GSP
Cosby Volunteer Fire Department,3292A Cosby HWY,423-487-2593,Cosby,COCKE,TN,35.84277894,-83.22282638,FD,MRX
Pontiac / Price Place Volunteer Fire Department,,417-679-2999,Pontiac,OZARK,MO,36.521457,-92.585744,FD,SGF
Stacy Volunteer Fire Department,,252-225-6211,Stacy,CARTERET ,NC,34.8400723,-76.4202148,FD,MHX
McDougal Volunteer Fire Department,,871-259-3327,McDougal,CLAY ,AR,36.43476,-90.39075,FD,MEG
Protem Fire Protection District,,417-785-4500,Protem,TANEY,MO,36.530007,-92.8288205,FD,SGF
Victorville Fire Department,14343 Civic DR,760-955-5226,Victorville,SAN BERNARDINO ,CA,34.51133236,-117.3235897,FD,SGX
Star Fire Department,454 S Main,910-428-4623,Star,MONTGOMERY ,NC,35.392896,-79.784352,FD,RAH
Lake Norman Volunteer Fire Department,1518 Brawley School RD,704-664-2468,Mooresville,IREDELL,NC,35.555742,-80.924283,FD,GSP
Oak Wolfe Volunteer Fire Department,2418 Summerlins Crossroads RD,919-658-0494,Mount Olive,DUPLIN ,NC,35.11184905,-77.98091841,FD,MHX
New London Volunteer Fire Department,,704-463-7812,New London,STANLY ,NC,35.450862,-80.1719405,FD,RAH
Fairfax Volunteer Fire Department,255 W Maple St,918-642-3241,Fairfax,OSAGE,OK,36.57501,-96.706611,FD,TSA
Fort Mojave Mesa Fire Department,,928-768-9181,Ft Mojave,MOHAVE ,AZ,35.0162579,-114.5981249,FD,VEF
Hillsdale-Carrier Fire District,,580-635-2444,Hillsdale,GARFIELD ,OK,36.563019,-97.9911215,FD,OUN
"Big Pine Volunteer Fire Department, Inc.",7909 Big Pine RD,000-000-0000,Marshall,MADISON,NC,35.802396,-82.7991315,FD,GSP
English Mountain Volunteer Fire Department,1564 Wilhite Creek RD,865-429-3729,Sevierville,SEVIER ,TN,35.864802,-83.328741,FD,MRX
Mammoth Spring Volunteer Fire Department,165 S 2nd ST,800-622-2601,Mammoth Spring,FULTON ,AR,36.49506408,-91.53929381,FD,LZK
Sevier County Volunteer Fire Department,2659 Old Newport HWY,865-428-5111,Sevierville,SEVIER ,TN,35.879832,-83.443851,FD,MRX
Enola Volunteer Fire Department,2559 Enola RD,828-438-9002,Morganton,BURKE,NC,35.66244347,-81.64950397,FD,GSP
"Enochville Fire & Rescue Department, Inc.",808 N Enochville AVE,704-938-2890,China Grove,ROWAN,NC,35.530533,-80.666811,FD,GSP
"Grassy Fork Volunteer Fire Department, Inc.",4110 Big Creek RD,423-487-5222,Hartford,COCKE,TN,35.84302772,-83.09700772,FD,MRX
Bakersfield Volunteer Fire Department,,417-284-7496,Bakersfield,OZARK,MO,36.523878,-92.1597605,FD,SGF
Pinion Pine Fire District,2836 S DW Ranch RD,928-757-1207,Kingman,MOHAVE ,AZ,35.14364647,-113.9134102,FD,VEF
Warm Springs Volunteer Fire Department,13483 HWY 251,000-000-0000,Warm Springs,RANDOLPH ,AR,36.482103,-91.0500615,FD,MEG
Ojo Sarco Volunteer Fire Department,159 CR 69,505-689-2243,Ojo Sarco,TAOS ,NM,36.16923,-105.73352,FD,ABQ
George Hildebran Fire/Rescue,7470 George Hildebran SCH RD,828-874-4610,Connelly Springs,BURKE,NC,35.650035,-81.50409,FD,GSP
Paradise Point Volunteer Fire Department,,918-786-7632,Grove,OTTAWA ,OK,36.5856952,-94.7553951,FD,TSA
Pleasant Grove Fire Department,1757 Red Hill RD,919-658-5793,Mt Olive,DUPLIN ,NC,35.11109833,-77.87383841,FD,MHX
Success Volunteer Fire Department,,870-216-5510,Success,CLAY ,AR,36.467718,-90.695654,FD,MEG
Barnardsville Volunteer Fire Department Inc.,,828-626-2222,Barnardsville,BUNCOMBE ,NC,35.769273,-82.4363135,FD,GSP
Lanton Volunteer Fire Department,14446 State RT 17,417-257-2222,West Plains,HOWELL ,MO,36.51647487,-91.80172636,FD,SGF
Albertson Volunteer Fire Department,,252-569-4552,Albertson,DUPLIN ,NC,35.104479,-77.8180715,FD,MHX
"Cameron Rural Fire Department, Inc.",,910-245-4322,Cameron,MOORE,NC,35.333225,-79.249335,FD,RAH
Monkey Island Fire Protection District,56298 E 295 RD,918-257-8242,Monkey Island,DELAWARE ,OK,36.59030919,-94.86625419,FD,TSA
Hot Springs Volunteer Fire Department,,828-622-3214,Hot Springs,MADISON,NC,35.825964,-82.8759005,FD,GSP
Texline Volunteer Fire & Rescue,216 N 1st,806-362-4849,Texline,DALLAM ,TX,36.37726657,-103.025353,FD,AMA
"Calypso Volunteer Fire Department, Inc.",,919-658-3399,Calypso,DUPLIN ,NC,35.15406,-78.106031,FD,MHX
Pollocksville Volunteer Fire Department,308 Second ST,252-224-4681,Pollocksville,JONES,NC,35.006715,-77.223501,FD,MHX
Lick Creek Valley Volunteer Fire Department,3057 State Highway J,417-679-4577,Gainesville,OZARK,MO,36.53921917,-92.33515863,FD,SGF
Blair Volunteer Fire Department,1911 Old Harriman HWY,865-435-2032,Oliver Springs,ROANE,TN,35.995644,-84.3754815,FD,MRX
Ochelata Volunteer Fire Department,,918-535-2442,Ochelata,WASHINGTON ,OK,36.5997942,-95.9800079,FD,TSA
Cumberland Furnace Volunteer Fire Department,2999 New Dry Hollow RD,615-789-6474,Cumberland Furnace,DICKSON,TN,36.26758825,-87.36093573,FD,OHX
Grove Fire Department,104 W 3RD ST,918-786-4961,Grove,DELAWARE ,OK,36.592875,-94.7711835,FD,TSA
Baxter Fire Department,,931-858-2621,Baxter,PUTNAM ,TN,36.123108,-85.6514825,FD,OHX
"Nebo Volunteer Fire Department, Inc.",4450 Old HWY 10 N,828-652-2209,Nebo,MCDOWELL ,NC,35.714925,-81.9312705,FD,GSP
White Rock Fire Department,R # 1,417-226-4472,Pineville,MCDONALD ,MO,36.592395,-94.3875305,FD,SGF
Cedar Creek Volunteer Fire Department,,417-794-3318,Cedar Creek,TANEY,MO,36.565935,-93.01904,FD,SGF
Carmen Volunteer Fire Department,,580-987-2321,Carmen,ALFALFA,OK,36.5798346,-98.4599849,FD,OUN
Portageville Fire Department,,573-379-3679,Portageville,NEW MADRID ,MO,36.4304938,-89.7004351,FD,PAH
Velarde Volunteer Fire Department,,000-000-0000,Velarde,RIO ARRIBA ,NM,36.164013,-105.967511,FD,ABQ
Landis Fire Department,,704-857-0111,Landis,ROWAN,NC,35.54448,-80.612261,FD,GSP
Sherrills Ford-Terrell Fire & Rescue,,828-478-2131,Sherrills Ford,CATAWBA,NC,35.597805,-80.9950805,FD,GSP
Myrtle Volunteer Fire Department,RR 1 Box 1157,417-938-4521,Myrtle,OREGON ,MO,36.508578,-91.2674825,FD,SGF
Washburn Volunteer Fire Department,,417-826-5959,Washburn,BARRY,MO,36.590766,-94.0177925,FD,SGF
Central Crossing Fire Protection District,HWY 39 N,417-858-3560,Shell Knob,BARRY,MO,36.58281,-93.5892935,FD,SGF
Cowskin Rural Fire District,,918-786-9111,Grove,DELAWARE ,OK,36.601926,-94.7639015,FD,TSA
Portageville Rural Fire Department Association,,573-379-5445,Portageville,NEW MADRID ,MO,36.432303,-89.6882345,FD,PAH
Houston County Fire Department,,931-289-4460,Erin,HOUSTON,TN,36.301299,-87.676613,FD,OHX
Thayer Fire Department,,417-264-3491,Thayer,OREGON ,MO,36.523743,-91.543121,FD,SGF
Thayer Rural Fire Department,,417-264-3941,Thayer,OREGON ,MO,36.523743,-91.543121,FD,SGF
